Primary Name	Arrival_Date	PIC tier	Ammonia (NH3) as Nitrogen (N)	Barometric pressure	Dissolved Oxygen	Dissolved Oxygen Percent Saturation	Fecal Coliform	Flow	Nitrate as N	Nitrite as N	pH	Phosphate as P	Precipitation	Precipitation (24 hour)	Salinity	Silicate as Si	Specific Conductivity (at 25 deg C)	Stream/River Stage	"Temperature, water"	Total Persulfate Nitrogen	Total Persulfate Phosphorus	Turbidity
Cooper 0.1	9/11/2018	1	25.8	29.93	6.1	60	26		45.19	1.55	7.3	12.36			1.5	"8,459.50"	2911	-4.36	13.6	244.13	34.15	3
Cooper 0.1	10/9/2018	1	38.7	29.96	5.7	53	38		110.38	1.78	7.2	22.45			1.6	"8,748.50"	3068	-4.33	11.5	435.86	44.79	3
Cooper 0.1	11/13/2018	1	65.7	30.34	6.5	66	20		234.42	7.87	7	65.48			31.1	"1,953.29"	48328	-2.94	7.3	467.88	92.79	2
Cooper 0.1	12/11/2018	1	26.4	29.61	10.2	82	24		356.21	3.32		12.98			0.8	"8,877.29"	1648	-2.55	5.3	678.33	37.3	2
Cooper 0.1	1/7/2019	1	41	30.08	8.4	67	12		357.2	3.57	7.3	20.63			3.5	"7,915.17"	6440	-2.82	4.9	712.28	48.76	2
Cooper 0.1	2/26/2019	1	28.8	30.18	9.7	73	24		335.67	2.21		17.35				"7,664.08"	4680	-3.9	3.2	614.07	44.9	7
Cooper 0.1	3/12/2019	1	15.7	29.86	9	72	40		296.81	1.86	7.3	25.72			0.7	"7,744.73"	1369	-3.39	5.7	547.96	34.71	2
Cooper 0.1	4/15/2019	1	18.6	29.8	7.8	70	6		59.72	1.15	7.2	17.6			1.1	"6,952.18"	2150	-3.11	10.1	418.18	47.7	2
Cooper 0.1	5/14/2019	1	30.7	29.91	6.2	59	10		39.72	1.26	7.2	15.65			1.8	"6,975.70"	3502	-4.35	12.4	283.65	38.54	3
Cooper 0.1	6/11/2019	1	29.3	30.26	7.2	76	2		40.02	1.91	7.1	19.47			1.4	"7,401.81"	2612	-4.38	18.1	258.35	44.9	3
Cooper 0.1	7/9/2019	1	45.1	29.97	6.7	71	38		35.46	2.79	6.9	20			4.3	"7,724.03"	7762	-4.33	16.7	367.15	45.54	2
Cooper 0.1	8/12/2019	1	58.6	30.13	6.6	70	176		43.66	3.96	7.1	20.48			2	"8,341.88"	3818	-4.37	17.7	330.26	52.13	3
Cooper 0.1	9/10/2019	1	45.7	29.94	6.2	62	42		46.46	3.91	7	20.02			1.8	"9,103.89"	3338	-4.4	15.1	349.98	48.51	2
Cooper 0.1	10/8/2019	1	34.2	29.91	6.9	62	564		76.83	1.1	7.2	18.91			1.1	"4,819.86"	2221	-4.25	10.6	327.36	44.16	7
Cooper 0.1	11/12/2019	1	184.9	30.09	4.2	44	136		235.66	8.93	7	55.41			30.8	"4,182.56"	47683	-3.69	9.4	723.07	96.43	15
Cooper 0.1	12/10/2019	1	40.2	30.11	8	66	20		375.17	6.29	7.8	19.04			0.8	"8,493.58"	1521	-2.93	6.8	540.63	32.9	1
Cooper 0.1	1/21/2020	1	170.3	29.56	9.6	81	16		501.81	14.65	7.8	25.34			3.6	"8,370.82"	6521	-2.1	6.6	"1,180.71"	43.11	2
Cooper 0.1	2/11/2020	1		30.22	8.4	69	18				7.1				1.4		2689	-4.3	6.8			3
Cooper 0.1	3/10/2020	1	39.6	30.15	9.2	74	4		253.45	2.5	7.4	22.99			1.9	"7,873.92"	3640	-4.4	5.8	518.47	45.59	3
Cooper 0.1	4/12/2020	1		30.25	7	65	8				7				1.2		2291		12.3			4
Cooper 0.1	5/12/2020	1		29.61	4.8	51	56				7				7.7		13334		15.1			46
Cooper 0.1	6/15/2020	1	41.4	29.84	7.5	74	34		53.58	2.83		26.99			1.7	"7,880.37"	3261		14.1	355.59	51.67	3
Cooper 0.1	7/14/2020	1	38.5	30.14	7.3	75	32		48.77	2.94		23.13			1.9	"8,245.24"	3517		16.4	277.16	53.22	23
Cooper 0.1	8/12/2020	1		30	7.4	75	40								0.8		1522		16.3			4
Cooper 0.1	9/28/2020	1		30.3	4.7	43	124				7.3				0.2		408		12.5			14
Cooper 0.1	10/12/2020	1	263.4	30.15	3	29	346		92.37	4.23	7	94.98			7.2	"6,968.83"	12199	-3.16	11.5			29
Cooper 0.1	11/16/2020	1	152.2	29.8	8.6	88	16		351.47	5.76	7.4	65.89			30.7	"1,578.59"	47681	-2.8	7.5			29
Cooper 0.1	12/7/2020	1		30.14	6.5	64	6				7.3				27.5		43176		7.5			25
Cooper 0.1	1/11/2021	1		29.89	9.6	97	2				7.1				28.1		43394	-2.2	7.8			8
Cooper 0.1	2/9/2021	1		30.17	9.8	94	8				7.7				25		39480		6.7			6
Cooper 0.1	3/8/2021	1	26.6	29.9	9.4	78	12		183.1	1.97	7.3	16.22			2.5	"6,196.63"	4632	-4.55	6.8	519.07	33.71	1
Cooper 0.1	4/19/2021	1		30.2	8	80	34				7.3				2.2		4035		14.9			3
Cooper 0.1	5/10/2021	1	34	30.25	8.5	85	52		26.62	1.57	7.3	16.47			1.6	"5,620.51"	2996	-4.43	15.8	308.19	43.07	3
Cooper 0.1	6/14/2021	1		29.95	5.7	58	32				7				4.5		8097	-4.38	14.7			4
Cooper 0.1	7/12/2021	1	59	30.04	6.3	69	39		24.11	3.16	7.1	28.45			3.8	"6,737.10"	6817	-4.39	18.7	299.33	59.34	3
Cooper 0.1	8/9/2021	1		30.09	5.9	63	40				7.2				2.8		2571	-4.23				3
Cooper 0.1	9/13/2021	1	60	30.18	4.7	45	382		69.76	5.66	7.2	23.38			1.3	"6,457.31"	2497	-4.12	12.9	433.25	57.63	4
Cooper 0.1	10/11/2021	1		30.25	4.5	43	60				7				9.4		16103	-3.4	9			13
Cooper 0.1	11/8/2021	1	62.7	29.88	8.4	69	8		243.38	2.12	7.4	18.64			2.9	"5,463.75"	5436	-2.52	6.1	561.32	42.68	3
Cooper 0.1	12/13/2021	1		29.39	9.4	95	30				7.2				29.9		46712	-2.62	6.5			12
Cooper 0.1	1/10/2022	1	18.6	30.21	10.4	78	8		319.8	1.09	7.1	17.82			1.2	"6,818.24"	2322	-2.6	3.5	659.26	32.9	1
Cooper 0.1	2/14/2022	1		29.82	8.7	71	64				7.8				2.5		4728	-3.45	5.9			2
Cooper 0.1	3/14/2022	1	26.8	29.96	8.1	71	38		225.39	1.73		13.93			2.6	"6,539.27"	4900	-3.41	8.8	498.55	35.93	2
Cooper 0.1	4/26/2022	1		29.95	9.3	88	10				7.4				2.6		4759	-4.5	12.1			3
Cooper 0.1	5/9/2022	1	45.9	29.87	8.9	85	70		40.69	1.51	7.4	18.68			3.6	"6,048.88"	6514	-4.34	12	415.49	64.56	4
Cooper 0.1	6/13/2022	1		29.98	8.7	89	86				7.4				4.2		7517	-4.4	15			5
Cooper 0.1	7/12/2022	1	60.6	29.9	7	78	104		15.09	3.11	7.3	26.93			6.1	"5,413.96"	10705	-4.38	18.6	533	78.62	4
Cooper 0.1	8/8/2022	1		29.93	5.8	56	52				7.1				3.3		6067	-4.4	18.2			5
Cooper 0.1	9/12/2022	1	72.1	29.97	5.8	58	4		61.1	4.64	7.2	20			2.7	"6,346.47"	5025	-5.4	14.7	303.04	49.31	3
Cooper 0.1	10/10/2022	1		30	6.9	63	34				7.3				1.8		3384	-4.48	11.2			2
Cooper 0.1	11/14/2022	1	62.7	30.4	8.3	67	82		243.38	2.12	7.3	18.64			1.4	"5,463.75"	2763	-2.99	6.4	561.32	42.68	2
Cooper 0.1	12/5/2022	1		30	8.3	78	16				7.5				27.3		43262	-3.06	5.2			5
Cooper 0.1	1/9/2023	1	43.2	29.29	10.2	87	12		326.65	2.91	7.6	22.13			4.5	"6,306.05"	8093		6.6	"1,021.09"	51.34	4
Cooper 0.1	2/13/2023	1		29.78	8.8	75	74				7.3				7.9		13778	-3.78	6			5
Cooper 0.1	3/13/2023	1	31.4	29.64	8.2	71	21		261.12	2.21	7.2	14.61			6.9	"5,158.93"	12078		6.7	602.34	48.41	4
Cooper 0.1	4/10/2023	1		30	7.4	67	66				7.1				4.9		8696	-4.25	10			3
Cooper 0.1	5/15/2023	1	69.2	29.92	6.5	72	60		34.89	4.56	7.2	25.8			3.7	"6,487.92"	6671	-4.29	18.6	464.5	63.91	3
Cooper 0.1	6/12/2023	1		29.96	6.9	73	10				7.1				3.7		6782	-4.31	17.5			2
Cooper 0.1	7/10/2023	1		30	6.3	64	4				7.1				3.6		6564	-4.42	15.4			3
Cooper 0.1	8/14/2023	1		30.01	5.6	61	20				7				4.3		7074	-4.4	18.4			3
Cooper 0.1	9/11/2023	1	46.7	30.01	6.1	60	28		39.69	4.02	7.1	19.42			1.9	"6,634.14"	3650	-4	14.2			3
Cooper 0.1	10/9/2023	1		29.56	5.8	54	156				7.1				2.1		3944	-4.35	11.5			5
Cooper 0.1	11/13/2023	1	28.5	30.01	7.4	64	32		230.98	1.32	7.2	10.4			3.8	"7,040.39"	6903	-2.77	8.1			2
Cooper 0.1	12/11/2023	1		30.22	7.6	62	96				7.3				0.3		529	-1.82	8.5			
Cooper 0.1	1/9/2024	1		29.47	8.5	88	36				7.7				30.3		47227	-2	7.7			7
Cooper 0.1	2/22/2024	1		30.28	7.7	73	16				7.4				17.9		29154	-2.9	8.4			3
Cooper 0.1	4/4/2024	1		29.8	7.4	65	76				7.3				2.7		49867	-3.33	8.4			3
Cooper 0.1	8/21/2024	1		30.1	6.2	61	8				7.1				3.5		6327	-4.37	14.6			3
Cooper 0.1	11/13/2024	1		29.44	8.1	89	42				8.1				0.1		204	-3	9.6			0
Dean 0.17	11/24/2015	2		29.91	12.7		126				7.9				0.1		129		5			24
Dean 0.17	1/26/2016	2					58								0.1		113		5.8			
Dean 0.17	4/12/2016	2		30.05	11.7		2				8				0.1		196		8.7			3
Dean 0.17	8/16/2016	2						0														
Dean 0.17	11/15/2016	2		29.77	11.2	97	2				8				0.1		175	-11.13	8.9			4
Dean 0.17	1/10/2017	2		29.68	14.2	100	14				7.9				0.1		160	-11.09	0.8			14
Dean 0.17	4/18/2017	2		29.88	11	92	2				7.8				0.1		130	-10.27	12.7			
Dean 0.17	8/15/2017	2						0														
Dean 0.17	11/14/2017	2		29.85	12	98	64				8				0.1		189	-10	6.6			17
Dean 0.17	4/17/2018	2		30.08	12.6	101	26				7.8				0		103		6			41
Dean 0.17	8/14/2018	2																				
Dean 0.17	11/14/2018	2																				
Dean 0.17	4/22/2019	2																				
Dean 0.17	11/19/2019	2		29.81	11.4	98	28				7.7				0.1		211	-4.35	8.4			5
Dean 0.17	1/22/2020	2		29.88	13.1	101	12				7.3				0		114	-4.97	4.3			38
Dean 0.17	8/10/2021	2		30.06	7.3	72	140				7.6				0.2		306	-6.68	15			1
Dean 0.17	11/16/2021	2		30.28	12.4	100	60				7.5				0.1		120	-5.6	6.7			35
Dean 0.17	1/11/2022	2		30.1	13.3	101	24				7.5				0		108	-5.9	4			40
Dean 0.17	8/9/2022	2		29.91	8.4	84	106				7.9				0.1		214	-6.44	15.5			1
Dean 0.17	11/16/2022	2		30.51	13.4	100	4				7.9				0.1		176	-12.53	3.8			10
Dean 0.17	1/10/2023	2		29.58	12.8	100	16				8				0.1		131	-5.6	4.7			14
Dean 0.17	4/11/2023	2		29.89	12.6	101	4				7.9				0.1		137	-6.46	5.7			13
Dean 0.17	1/11/2024	2		29.72	13.1	101	32				8				0.1		126	-11.7	3.9			25
Dean 0.17	4/4/2024	2		29.8	12.7	100	32				8				0.1		167	-1.9	5.3			9
Dean 0.17	8/21/2024	2		30.07	9.4	91	20				8				0.1		284	-6.4	14			0
Dean 0.17	11/13/2024	2		29.52	10.6	92	6				8.1				0.1		255	-6.2	8.5			0
Dungeness 0.7	5/12/2015	1	3.2				2		35.3	0.5		3			0.1	"3,154.40"			12.4	143		
Dungeness 0.7	6/11/2015	1	4.9				2		41.6	0.5		5.3			0.1	"4,017.70"			13.7	259.8	15	
Dungeness 0.7	7/7/2015	1	8.8				4		60.8	0.9		4.8			0.1	"3,417.20"			14.9	172.8	11.7	
Dungeness 0.7	8/13/2015	1	8				4		95.7	2.2		5			0.1	"4,628.70"			17.6	167.7	9.7	
Dungeness 0.7	9/10/2015	1	59.4	30.1	9.6		12		174.1	3.6	7.9	10.5			0.1	"4,692.70"	168		13.3	320.4	16.5	17
Dungeness 0.7	10/8/2015	1	62.1	30.1	10.3		114		165.7	13.1	7.9	16			0.1	"3,705.30"	177		12.1	425.7	23.8	0
Dungeness 0.7	11/23/2015	1	2.7	29.84	12.4		2		96	0.4	8	9.2			0.1	"4,261.50"	124		5.2	176.4	16.1	9
Dungeness 0.7	12/17/2015	1	0.2	29.65	12.4		14		92.1	0.3	7.9	5.2			0.1	"4,786.90"	134		5.2	239.7	26.8	14
Dungeness 0.7	1/25/2016	1	2.8				2		79.7	0.98		11.56			0.1	"3,741.64"	115		4.6	265.12	61.01	
Dungeness 0.7	2/17/2016	1	2.4	29.34	12.1		2		80.23	0.09	7.4	5.26			0.1	"3,352.53"	113		6.4	262.5	21.2	16
Dungeness 0.7	3/15/2016	1	0	30.22	12.6		2		57.85	0.27	7.5	5.84			0.1	"5,128.36"	131		5.4	197.11	14.71	14
Dungeness 0.7	4/11/2016	1	1.1	30.14	11.8		2		26.62	0.29	7.9	3.77			0.1	"3,034.69"	116		8.5	96.67	7.24	4
Dungeness 0.7	5/17/2016	1	3.6	30.3	11.4		2		24.49	0.16	7.9	2.8			0.1	"2,622.81"	100		10.1	105.94	15.36	5
Dungeness 0.7	6/21/2016	1	3	30.3	11.2		8		48.56	0.17	7.9	2.64			0.1	"3,027.25"	122		10.6	189.3	12.78	3
Dungeness 0.7	7/19/2016	1	2	30.11	10.6		10		37.61	0.25	7.7	2.67			0.1	"3,056.67"	123		13.9	106.05	6.52	1
Dungeness 0.7	8/15/2016	1	2.9	30.1	10.8		2		38.32	0.54	8.3	3.05			0.1	"3,239.33"	140		15.9	91.29	5.8	1
Dungeness 0.7	9/20/2016	1	10.2	30.15	11.2		4		70.39	0.46	8.2	3.64			0.1	"3,358.86"	159		12.8	193.52	10.71	0
Dungeness 0.7	10/18/2016	1	1.9	30.06	11.4	97	4		59.36	0.31	7.8	5.13			0.1	"3,036.10"	108		8.9	156.32	20.8	9
Dungeness 0.7	11/14/2016	1	3	30.07	11.6	98	4		26.87	 -   	7.1	2.84			0.1	"2,642.08"	97		8.3	178	33.33	13
Dungeness 0.7	12/13/2016	1	4.3	30.34	13.5	100	2		63.52	0.3	8.2	3.56			0.1	"3,474.72"	145		3.4	122.39	13.16	1
Dungeness 0.7	1/9/2017	1	5.3	29.6	14.2	103	2		65.38	0.42	7.8	3.2			0.1	"3,349.44"	149		1.7	164.35	24.36	7
Dungeness 0.7	2/14/2017	1	5.4	29.92	13.2	100	2		107.57	0.29	8	5.17			0.1	"7,086.83"	133		3.7	180.96	19.47	5
Dungeness 0.7	3/14/2017	1	3	29.75	12.2	99	3		81.76	0.03	7.9	4.31			0.1	"3,644.67"	125		5.9	273.32	85.41	36
Dungeness 0.7	4/17/2017	1	3.3	29.79	11.7	100	4		40.69	0.24	7.9	3.28			0	"4,404.64"	32		8.2	246.93	21.9	3
Dungeness 0.7	5/9/2017	1	3.5	30.04	11.7	101	2		35.81	0.26	8.2	2.91			0.1	"3,763.05"	118		9.1	195.86	21.79	3
Dungeness 0.7	6/13/2017	1	2.6	30.1	11.3	100	4		13.62	0.09	8.1	2.73			0	"2,214.59"	104		10.4	120.63	20.45	5
Dungeness 0.7	7/18/2017	1	3.8	30.03	11.2	107	2		14.08	0.29	8.2	2.3			0.1	"3,348.31"	114		13.4	145.2	19.26	2
Dungeness 0.7	8/14/2017	1	0	30.02	11	105	2		29.49	0.25	8.4	2.62			0.1	"2,937.34"	128		13.7	151.88	19.18	1
Dungeness 0.7	9/19/2017	1	12	29.76	10.9	102	4		75.06	0.51	8.2	4.92			0.1	"3,506.99"	156		12.2	150.28	17.25	2
Dungeness 0.7	10/10/2017	1	20.8	29.89	11.2	99	4		86.79	0.74	8.2	2.39			0.1	"3,578.79"	166		9.7	153.91	17.16	1
Dungeness 0.7	11/13/2017	1	4.6	29.5	11.9	99	14		73.4	0.87		10.26			0.1	"3,083.01"	107		6.7	305.04	127.9	41
Dungeness 0.7	12/12/2017	1	4.6	30.45	12.8	98	2		60.07	0.32		7.1			0.1	"3,398.45"	138		5	138.37	15.08	3
Dungeness 0.7	1/8/2018	1	5.5	29.72	12.5	100	2		74.22	0.33		6.14			0.1	"3,638.45"	125		5.3	165.93	16.96	4
Dungeness 0.7	2/13/2018	1	8.2	30.24	13.5	101	2		67.89	0.01	8.1	4.81			0.1	"3,407.66"	135		3.6	124.64	21.94	3
Dungeness 0.7	3/13/2018	1	13.8	29.74	12.8	102	14		57.08	0.09	8.2	1.62			0.1	"3,893.32"	156		5.3	169.69	22.22	2
Dungeness 0.7	4/16/2018	1	16.4	29.65	12.3	100	10		118.58	0.09	8	8.45			0.1	"4,246.13"	122		6	352.22	31.76	28
Dungeness 0.7	5/15/2018	1	2.1	29.95	11.6	100	4		31.81	0.27	8	1.13			0	"2,400.19"	84		9.1	157.73	48.2	25
Dungeness 0.7	6/12/2018	1	2.5	30.08	11.5	100	2		27.43	0.05	8	2.72			0	"2,867.53"	116		9.6	99.11	13.98	2
Dungeness 0.7	7/10/2018	1	6.7	30.28	11	103	2		26.2	0.22	8.3	4.81			0.1	"2,796.53"	114		13.1	70.75	6.9	2
Dungeness 0.7	8/13/2018	1	3.6	30.1	10.7	106	18		55.62	0.44	8.2	2.22			0.1	"3,310.51"	142		15	156.88	10.28	0
Dungeness 0.7	9/11/2018	1	5.1	29.93	10.6	104	6		82.82	0.7	8.3	3.6			0.1	"3,610.94"	160		7.6	133.55	10	
Dungeness 0.7	10/9/2018	1	2.9	29.98	11	100	6		45.12	 -   	8.1	3.99			0.1	"3,426.75"	154		10.7	91.5	9.76	1
Dungeness 0.7	11/13/2018	1	0.8	30.33	12.5	98	2		58.68	0.48	8.2	1.38			0.1	"3,163.14"	148		5.7	154.43	9.92	1
Dungeness 0.7	12/11/2018	1	8.4	29.58	12.5	98	2		72.86	0.58		4.57			0.1	"3,235.74"	138		4.7	107.58	11.41	1
Dungeness 0.7	1/7/2019	1	6	30.1	13	100	2		79	0.17	8.2	4.91			0.1	"3,452.93"	118		4.3	155.26	28.86	8
Dungeness 0.7	2/26/2019	1	3.5	30.18	14.3	104	2		130.52	0.63		3.93			0.1	"3,891.36"	166		2.6	244.18	13.1	2
Dungeness 0.7	3/12/2019	1	12	29.87	14.3	112	4		67.38	0.51	8.3	2.53			0.1	"3,671.26"	169		4.7	145.57	9.46	1
Dungeness 0.7	4/15/2019	1	4.7	29.78	12.8	106	8		31.65	0.34	8.3	1.84			0.1	"3,661.99"	148		7	155.22	10.21	1
Dungeness 0.7	5/14/2019	1	8.8	29.91	11.7	101	10		25.38	0.34	7.9	1.55			0	"2,702.22"	101		8.8	136.96	13.31	4
Dungeness 0.7	6/11/2019	1	3.8	30.24	10.9	102	12		20.32	0.22	8.1	2.28			0.1	"2,688.94"	109		12.9	74.29	11.92	3
Dungeness 0.7	7/9/2019	1	18.1	29.96	11	104	10		30.26	0.31	8.4	2.89			0.1	"3,016.11"	124		13	70.2	7.35	0
Dungeness 0.7	8/12/2019	1	27.1	30.12	10.2	102	28		64.87	0.98	8.2	3.97			0.1	"3,382.36"	146		15.7	204.19	23.44	0
Dungeness 0.7	9/10/2019	1	11.8	29.95	10.4	102	116		77.08	0.88	8.1	4.57			0.1	"3,562.60"	158		14.6	191.39	16.28	1
Dungeness 0.7	10/8/2019	1	14.6	29.93	11.3	99	46		48.65	0.72	7.8	1.28			0.1	"3,434.53"	152		9.5	196.08	19.81	1
Dungeness 0.7	11/12/2019	1	4.9	30.11	11.8	99	18		41.8	0.7	8.5	3.48			0.1	"3,504.84"	150		8.2	84.95	12.88	1
Dungeness 0.7	12/10/2019	1	3.8	30.1	12.5	99	12		73.02	0.8	8.6	3.47			0.1	"3,363.96"	160		5.9	123.65	10.75	1
Dungeness 0.7	1/21/2020	1	2.8	29.56	12.8	100	16		126.33	0.22	8	5.14			0.1	"4,228.78"	138		4.5	260.89	23.66	12
Dungeness 0.7	2/11/2020	1		30.21	12.7	99	4				7.8				0.1		130		5.3			7
Dungeness 0.7	3/10/2020	1	5.3	30.14	13.3	101	4		100.53	0.32	8	3.52			0.1	"3,964.24"	165		4.3	187.54	10.2	1
Dungeness 0.7	4/12/2020	1		30.25	12.2	102	18				8				0.1		137		8.2			1
Dungeness 0.7	5/12/2020	1		29.6	11.5	100	42				7.9				0.1		89		8.6			29
Dungeness 0.7	6/15/2020	1	2	29.84	11.4	100	16		22.48	 -   		2.97			0.1	"3,162.75"	107		9.5	99.36	15.45	4
Dungeness 0.7	7/14/2020	1	2.8	30.15	10.9	101	14		30.29	0.19		2.58			0.1	"3,022.83"	115		12.4	139.08	10.91	1
Dungeness 0.7	8/12/2020	1		30.03	10.6	101	36								0.1		143		13.6			0
Dungeness 0.7	9/28/2020	1		30.3	10.8	99	12				8				0.1		139		11.8			2
Dungeness 0.7	10/12/2020	1	4	30.14	11.2	99	68		33.96	0.63	8	3.02			0.1	"2,691.31"	116		10.2			48
Dungeness 0.7	11/16/2020	1	5.2	29.81	12.2	98	8		54.91	0.48	8.1	5			0.1	"3,075.38"	141		5.7			1
Dungeness 0.7	12/7/2020	1		30.15	12.4	99	2				8.6				0.1		148		5.8			1
Dungeness 0.7	1/11/2021	1		29.87	12.3	99	18				7.5				0.1		138		5.7			4
Dungeness 0.7	2/9/2021	1		30.16	13.1	99	4				8.4				0.1		157		3.8			2
Dungeness 0.7	3/8/2021	1	3	29.9	12.7	102	2		62.22	0.23	8	3.09			0.1	"3,229.15"	156		5.7	215.99	11.33	1
Dungeness 0.7	4/19/2021	1		30.2	11.8	102	16	374			8				0.1		132		9.3			8
Dungeness 0.7	5/10/2021	1	2.7	30.24	11.7	102	6		31.15	0.26	8	1.79			0.1	"2,597.77"	125		9.6	114.18	7.37	2
Dungeness 0.7	6/14/2021	1		29.95	11.6	99	42				7.6				0		3		8.5			26
Dungeness 0.7	7/12/2021	1	0	30.04	10.6	102	36		23.31	0.15	8	2			0	"2,354.93"	109		13.8	72.93	10.88	3
Dungeness 0.7	8/9/2021	1		30.1	10.6	104	14				8.1				0.1		138		14.7			1
Dungeness 0.7	9/13/2021	1	38.5	30.18	10	95	64		122.41	2.18	7.8	6.91			0.1	"3,088.34"	162		13.1	297.23	21.17	1
Dungeness 0.7	10/11/2021	1		30.26	11.3	96	14				8				0.1		155		8.6			1
Dungeness 0.7	11/8/2021	1	0.1	29.86	12.6	99	2		47.05	0.1	8.6	4.64			0.1	"2,475.04"	114		5.1	173.4	21.28	5
Dungeness 0.7	12/13/2021	1		29.37	12.7	99	8				8.3				0.1		128		4			7
Dungeness 0.7	1/10/2022	1	1.8	30.2	13.2	99	12		115.57	0.27	8.7	6.13			0.1	"3,199.60"	135		3.7	274.36	20.02	5
Dungeness 0.7	2/14/2022	1		29.84	11.8	100	10				8				0		53		7.9			4
Dungeness 0.7	3/14/2022	1	1.7	29.94	12.5	102	10		60.4	0.14		2.91			0.1	"3,321.56"	152		6.4	181.81	11.16	2
Dungeness 0.7	4/26/2022	1		29.96	12.2	101	4				8.4				0.1		141		7.5			2
Dungeness 0.7	5/9/2022	1	0	29.85	12	101	10		29.95	0.22	8.2	3.58			0.1	"3,242.69"	137		7.5	149.13	10.53	2
Dungeness 0.7	6/13/2022	1		29.99	11.5	99	12				8.4				0		96		9			8
Dungeness 0.7	7/12/2022	1	1.8	29.9	10.7	100	40		19.34	-0.04	8.3	2.89			0	"2,216.42"	100		12.4	85.88	16.54	4
Dungeness 0.7	8/8/2022	1		29.93	10.5	103	36				8.3				0		103		14.1			2
Dungeness 0.7	9/12/2022	1	11.5	29.95	10.5	101	40		85.76	0.56	8.4	4.05			0.1	"3,183.73"	122		13.9	166.38	13.9	0
Dungeness 0.7	10/10/2022	1		29.98	11	101	36				8.3				0.1		170		11.7			1
Dungeness 0.7	11/14/2022	1	0.1	30.39	12.2	96	4		47.05	0.1	8.2	4.64			0.1	"2,475.04"	154		5.9	173.4	21.28	1
Dungeness 0.7	12/5/2022	1		30	13.1	99	16				8.4				0.1		156		3.8			2
Dungeness 0.7	1/9/2023	1	2.7	29.29	12.2	99	16		69.12	0.06	8.1	6.53			0.1	"3,176.89"	126		5.4	259.78	28.21	9
Dungeness 0.7	2/13/2023	1		29.76	13	102	2				8.2				0.1		152		4.9			8
Dungeness 0.7	3/13/2023	1	3.9	29.64	12.6	101	24		46.77	0.96	8.3	4.29			0.1	"3,061.10"	162		5.3	198.99	24.05	4
Dungeness 0.7	4/10/2023	1		29.99	12.3	100	10				8.2				0.1		139		6.9			9
Dungeness 0.7	5/15/2023	1	5.3	29.92	11.3	101	30		31.32	0.75	8	4.07			0	"2,083.69"	83		10.4	191.11	43.38	22
Dungeness 0.7	6/12/2023	1		29.96	10.9	103	26				7.9				0		0		12.8			5
Dungeness 0.7	7/10/2023	1		30.02	10.8	102	25				8.3				0.1		129		13.1			1
Dungeness 0.7	8/14/2023	1		30.01	9.2	95	110				7.8				0.1		162		16.7			2
Dungeness 0.7	9/11/2023	1	31.4	30.02	9.7	96	144		105.24	2.67	7.8	12.26			0.1	"3,253.05"	172		14.7			3
Dungeness 0.7	10/9/2023	1		29.56	10.1	93	116				7.9				0.1		166		11.3			2
Dungeness 0.7	11/13/2023	1	13.4	30.02	12	98	40		50.24	0.7	8	6.33			0.1	"2,627.69"	132		6.9			7
Dungeness 0.7	12/11/2023	1		30.2	12.3	98	28				8.1				0.1		116		6			9
Dungeness 0.7	1/9/2024	1		29.48	12.2	96	112				8.3				0.1		131		4.7			10
Dungeness 0.7	2/22/2024	1		30.29	12.5	101	32				8.3				0.1		146		6.5			6
Dungeness 0.7	3/12/2024	1		29.77	12.7	101	16				8.3				0.1		152		5.2			3
Dungeness 0.7	4/2/2024	1		30.13	12	100	20				8.1				0.1		151		7.6			2
Dungeness 0.7	5/14/2024	1		30.19	11.7	101	14				8				0.1		108		9.3			5
Dungeness 0.7	6/11/2024	1		29.95	11.1	101	12				8.1				0.1		106		11.1			2
Dungeness 0.7	7/9/2024	1		29.84	10	102	44				8				0.1		124		15			2
Dungeness 0.7	8/13/2024	1		30.09	10.1	98	58				8				0.1		157		14.3			1
Dungeness 0.7	9/17/2024	1		29.9	11.1	106	76				8.3				0.1		170		13			1
Dungeness 0.7	10/8/2024	1		30.01	11.6	107	1				8.1				0.1		175		11.7			1
Dungeness 0.7	12/10/2024	1		30.46	15.2	99	4				7.8				0		137		4.3			7
Dungeness 0.8	5/12/2015	1						235														
Dungeness 0.8	6/11/2015	1						200														
Dungeness 0.8	7/7/2015	1						89.1														
Dungeness 0.8	8/13/2015	1						64.2														
Dungeness 0.8	9/10/2015	1						80.6														
Dungeness 0.8	10/8/2015	1						80.5														
Dungeness 0.8	11/23/2015	1						557														
Dungeness 0.8	12/17/2015	1						656														
Dungeness 0.8	1/25/2016	1						793														
Dungeness 0.8	2/17/2016	1						883														
Dungeness 0.8	3/15/2016	1						644														
Dungeness 0.8	4/11/2016	1						584														
Dungeness 0.8	5/17/2016	1						604														
Dungeness 0.8	6/21/2016	1						420														
Dungeness 0.8	7/19/2016	1						336														
Dungeness 0.8	8/15/2016	1						191														
Dungeness 0.8	9/20/2016	1						103														
Dungeness 0.8	10/18/2016	1						632														
Dungeness 0.8	11/14/2016	1						856														
Dungeness 0.8	12/13/2016	1						283														
Dungeness 0.8	1/9/2017	1						242														
Dungeness 0.8	2/14/2017	1						467														
Dungeness 0.8	3/14/2017	1						810														
Dungeness 0.8	4/17/2017	1						409														
